[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.00%     211.7MiB / 7.69GiB   2.69%     6.43kB / 13.5kB   12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     0.00%     205.3MiB / 7.69GiB   2.61%     3.33kB / 0B       69.6MB / 0B       13
c4df6b798385   spark-worker-2   0.00%     213.4MiB / 7.69GiB   2.71%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.07%     202.3MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.00%     211.7MiB / 7.69GiB   2.69%     6.43kB / 13.5kB   12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     0.00%     205.3MiB / 7.69GiB   2.61%     3.33kB / 0B       69.6MB / 0B       13
c4df6b798385   spark-worker-2   0.00%     213.4MiB / 7.69GiB   2.71%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.07%     202.3MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.12%     211.7MiB / 7.69GiB   2.69%     6.43kB / 13.5kB   12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     30.30%    220.6MiB / 7.69GiB   2.80%     3.33kB / 0B       75.8MB / 0B       13
c4df6b798385   spark-worker-2   0.12%     213.4MiB / 7.69GiB   2.71%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.12%     202.3MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.12%     211.7MiB / 7.69GiB   2.69%     6.43kB / 13.5kB   12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     30.30%    220.6MiB / 7.69GiB   2.80%     3.33kB / 0B       75.8MB / 0B       13
c4df6b798385   spark-worker-2   0.12%     213.4MiB / 7.69GiB   2.71%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.12%     202.3MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.14%     211.7MiB / 7.69GiB   2.69%     6.5kB / 13.5kB    12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     14.64%    224.1MiB / 7.69GiB   2.85%     3.33kB / 0B       77.5MB / 0B       13
c4df6b798385   spark-worker-2   0.15%     213.4MiB / 7.69GiB   2.71%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.15%     202.3MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.14%     211.7MiB / 7.69GiB   2.69%     6.5kB / 13.5kB    12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     14.64%    224.1MiB / 7.69GiB   2.85%     3.33kB / 0B       77.5MB / 0B       13
c4df6b798385   spark-worker-2   0.15%     213.4MiB / 7.69GiB   2.71%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.15%     202.3MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.07%     211.7MiB / 7.69GiB   2.69%     6.5kB / 13.5kB    12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     136.44%   300.7MiB / 7.69GiB   3.82%     3.33kB / 0B       78.7MB / 32.8kB   26
c4df6b798385   spark-worker-2   0.07%     213.4MiB / 7.69GiB   2.71%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.08%     202.3MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.07%     211.7MiB / 7.69GiB   2.69%     6.5kB / 13.5kB    12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     136.44%   300.7MiB / 7.69GiB   3.82%     3.33kB / 0B       78.7MB / 32.8kB   26
c4df6b798385   spark-worker-2   0.07%     213.4MiB / 7.69GiB   2.71%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.08%     202.3MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.08%     211.8MiB / 7.69GiB   2.69%     6.5kB / 13.5kB    12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     178.79%   346.6MiB / 7.69GiB   4.40%     3.33kB / 0B       79.1MB / 32.8kB   26
c4df6b798385   spark-worker-2   0.07%     213.7MiB / 7.69GiB   2.71%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.08%     202.3MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.08%     211.8MiB / 7.69GiB   2.69%     6.5kB / 13.5kB    12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     178.79%   346.6MiB / 7.69GiB   4.40%     3.33kB / 0B       79.1MB / 32.8kB   26
c4df6b798385   spark-worker-2   0.07%     213.7MiB / 7.69GiB   2.71%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.08%     202.3MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.08%     211.9MiB / 7.69GiB   2.69%     6.5kB / 13.5kB    12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     125.08%   373.4MiB / 7.69GiB   4.74%     3.33kB / 0B       81.4MB / 36.9kB   30
c4df6b798385   spark-worker-2   0.09%     213.8MiB / 7.69GiB   2.72%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.10%     202.4MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.08%     211.9MiB / 7.69GiB   2.69%     6.5kB / 13.5kB    12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     125.08%   373.4MiB / 7.69GiB   4.74%     3.33kB / 0B       81.4MB / 36.9kB   30
c4df6b798385   spark-worker-2   0.09%     213.8MiB / 7.69GiB   2.72%     6.5kB / 13.5kB    25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.10%     202.4MiB / 7.69GiB   2.57%     31.4kB / 8.48kB   26.7MB / 32.8kB   44
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.10%     212.2MiB / 7.69GiB   2.69%     6.54kB / 13.5kB   12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     208.38%   425.8MiB / 7.69GiB   5.41%     3.77kB / 639B     83.7MB / 36.9kB   72
c4df6b798385   spark-worker-2   0.08%     213.8MiB / 7.69GiB   2.72%     6.54kB / 13.5kB   25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.91%     202.7MiB / 7.69GiB   2.57%     32kB / 8.92kB     26.7MB / 32.8kB   45
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   0.10%     212.2MiB / 7.69GiB   2.69%     6.54kB / 13.5kB   12.6MB / 32.8kB   42
b9a803ed6e37   spark-driver     208.38%   425.8MiB / 7.69GiB   5.41%     3.77kB / 639B     83.7MB / 36.9kB   72
c4df6b798385   spark-worker-2   0.08%     213.8MiB / 7.69GiB   2.72%     6.54kB / 13.5kB   25.6MB / 32.8kB   42
983840f1df9c   spark-master     0.91%     202.7MiB / 7.69GiB   2.57%     32kB / 8.92kB     26.7MB / 32.8kB   45
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   167.48%   309MiB / 7.69GiB     3.92%     9.69kB / 16.8kB   12.9MB / 32.8kB   67
b9a803ed6e37   spark-driver     155.94%   458.8MiB / 7.69GiB   5.83%     9.42kB / 4.75kB   86.3MB / 36.9kB   79
c4df6b798385   spark-worker-2   172.45%   310.5MiB / 7.69GiB   3.94%     9.69kB / 16.8kB   25.6MB / 32.8kB   67
983840f1df9c   spark-master     25.11%    207.5MiB / 7.69GiB   2.63%     42.7kB / 20.9kB   26.7MB / 32.8kB   45
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   167.48%   309MiB / 7.69GiB     3.92%     9.69kB / 16.8kB   12.9MB / 32.8kB   67
b9a803ed6e37   spark-driver     155.94%   458.8MiB / 7.69GiB   5.83%     9.42kB / 4.75kB   86.3MB / 36.9kB   79
c4df6b798385   spark-worker-2   172.45%   310.5MiB / 7.69GiB   3.94%     9.69kB / 16.8kB   25.6MB / 32.8kB   67
983840f1df9c   spark-master     25.11%    207.5MiB / 7.69GiB   2.63%     42.7kB / 20.9kB   26.7MB / 32.8kB   45
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   228.63%   342.3MiB / 7.69GiB   4.35%     9.69kB / 16.8kB   12.9MB / 32.8kB   67
b9a803ed6e37   spark-driver     94.47%    492.7MiB / 7.69GiB   6.26%     9.42kB / 4.75kB   93.3MB / 36.9kB   80
c4df6b798385   spark-worker-2   222.46%   343.5MiB / 7.69GiB   4.36%     9.69kB / 16.8kB   25.6MB / 32.8kB   67
983840f1df9c   spark-master     0.13%     207.5MiB / 7.69GiB   2.63%     42.7kB / 20.9kB   26.7MB / 32.8kB   45
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   228.63%   342.3MiB / 7.69GiB   4.35%     9.69kB / 16.8kB   12.9MB / 32.8kB   67
b9a803ed6e37   spark-driver     94.47%    492.7MiB / 7.69GiB   6.26%     9.42kB / 4.75kB   93.3MB / 36.9kB   80
c4df6b798385   spark-worker-2   222.46%   343.5MiB / 7.69GiB   4.36%     9.69kB / 16.8kB   25.6MB / 32.8kB   67
983840f1df9c   spark-master     0.13%     207.5MiB / 7.69GiB   2.63%     42.7kB / 20.9kB   26.7MB / 32.8kB   45
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   201.54%   397MiB / 7.69GiB     5.04%     14.7kB / 18.6kB   12.9MB / 32.8kB   79
b9a803ed6e37   spark-driver     127.60%   526.9MiB / 7.69GiB   6.69%     14kB / 15.3kB     97.5MB / 36.9kB   85
c4df6b798385   spark-worker-2   197.79%   398MiB / 7.69GiB     5.05%     15.3kB / 19.6kB   25.6MB / 32.8kB   79
983840f1df9c   spark-master     0.07%     207.6MiB / 7.69GiB   2.64%     42.8kB / 20.9kB   26.7MB / 32.8kB   45
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
3405569c51d2   spark-worker-1   201.54%   397MiB / 7.69GiB     5.04%     14.7kB / 18.6kB   12.9MB / 32.8kB   79
b9a803ed6e37   spark-driver     127.60%   526.9MiB / 7.69GiB   6.69%     14kB / 15.3kB     97.5MB / 36.9kB   85
c4df6b798385   spark-worker-2   197.79%   398MiB / 7.69GiB     5.05%     15.3kB / 19.6kB   25.6MB / 32.8kB   79
983840f1df9c   spark-master     0.07%     207.6MiB / 7.69GiB   2.64%     42.8kB / 20.9kB   26.7MB / 32.8kB   45
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
