[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.39%     341MiB / 1GiB       33.30%    14kB / 17.7kB     12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   0.73%     342.8MiB / 1GiB     33.48%    13.9kB / 17.7kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   0.61%     340.4MiB / 1GiB     33.25%    13.9kB / 17.6kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   0.62%     342MiB / 1GiB       33.39%    14.1kB / 17.7kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   0.81%     343.2MiB / 1GiB     33.51%    13.9kB / 17.7kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   0.73%     345.6MiB / 1GiB     33.75%    13.9kB / 17.7kB   0B / 65.5kB       61
212495591b58   spark-master     0.50%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     3.27%     332.6MiB / 1GiB     32.48%    4.18MB / 79.4kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.39%     341MiB / 1GiB       33.30%    14kB / 17.7kB     12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   0.73%     342.8MiB / 1GiB     33.48%    13.9kB / 17.7kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   0.61%     340.4MiB / 1GiB     33.25%    13.9kB / 17.6kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   0.62%     342MiB / 1GiB       33.39%    14.1kB / 17.7kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   0.81%     343.2MiB / 1GiB     33.51%    13.9kB / 17.7kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   0.73%     345.6MiB / 1GiB     33.75%    13.9kB / 17.7kB   0B / 65.5kB       61
212495591b58   spark-master     0.50%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     3.27%     332.6MiB / 1GiB     32.48%    4.18MB / 79.4kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.65%     341MiB / 1GiB       33.30%    14kB / 17.7kB     12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   0.65%     342.8MiB / 1GiB     33.48%    13.9kB / 17.7kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   2.24%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   2.06%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   0.47%     343.2MiB / 1GiB     33.51%    13.9kB / 17.7kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   3.24%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 65.5kB       61
212495591b58   spark-master     0.59%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     7.36%     332.5MiB / 1GiB     32.47%    4.36MB / 81kB     0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.65%     341MiB / 1GiB       33.30%    14kB / 17.7kB     12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   0.65%     342.8MiB / 1GiB     33.48%    13.9kB / 17.7kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   2.24%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   2.06%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   0.47%     343.2MiB / 1GiB     33.51%    13.9kB / 17.7kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   3.24%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 65.5kB       61
212495591b58   spark-master     0.59%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     7.36%     332.5MiB / 1GiB     32.47%    4.36MB / 81kB     0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   1.39%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   0.52%     342.8MiB / 1GiB     33.48%    13.9kB / 17.7kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   0.60%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   0.75%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   0.77%     343.2MiB / 1GiB     33.51%    13.9kB / 17.7kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   0.55%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 65.5kB       61
212495591b58   spark-master     0.42%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     3.75%     332.6MiB / 1GiB     32.48%    4.59MB / 82.1kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   1.39%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   0.52%     342.8MiB / 1GiB     33.48%    13.9kB / 17.7kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   0.60%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   0.75%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   0.77%     343.2MiB / 1GiB     33.51%    13.9kB / 17.7kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   0.55%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 65.5kB       61
212495591b58   spark-master     0.42%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     3.75%     332.6MiB / 1GiB     32.48%    4.59MB / 82.1kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.54%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   0.68%     342.8MiB / 1GiB     33.48%    13.9kB / 17.7kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   0.46%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   0.62%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   0.49%     343.2MiB / 1GiB     33.51%    13.9kB / 17.7kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   0.50%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 65.5kB       61
212495591b58   spark-master     0.32%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     5.01%     332.8MiB / 1GiB     32.50%    4.79MB / 82.8kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.54%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   0.68%     342.8MiB / 1GiB     33.48%    13.9kB / 17.7kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   0.46%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   0.62%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   0.49%     343.2MiB / 1GiB     33.51%    13.9kB / 17.7kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   0.50%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 65.5kB       61
212495591b58   spark-master     0.32%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     5.01%     332.8MiB / 1GiB     32.50%    4.79MB / 82.8kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.52%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   1.25%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   0.33%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   0.55%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   2.72%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   0.85%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 65.5kB       61
212495591b58   spark-master     0.39%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.63%     332.7MiB / 1GiB     32.49%    4.99MB / 83.9kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.52%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   1.25%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   0.33%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   0.55%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   2.72%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   0.85%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 65.5kB       61
212495591b58   spark-master     0.39%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.63%     332.7MiB / 1GiB     32.49%    4.99MB / 83.9kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.52%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 65.5kB   62
8ee8b1918745   spark-worker-6   1.25%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 65.5kB       62
f279d8f9bfc6   spark-worker-4   0.33%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 65.5kB   62
5412fb2fa9ee   spark-worker-1   0.55%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 65.5kB   61
c59af1fb5af2   spark-worker-2   2.72%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 65.5kB   61
75b0d3f29b1b   spark-worker-5   0.85%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 65.5kB       61
212495591b58   spark-master     0.39%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.63%     332.7MiB / 1GiB     32.49%    4.99MB / 83.9kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.51%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   1.86%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.46%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.35%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.98%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.40%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 106kB        61
212495591b58   spark-master     0.26%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.36%     332.7MiB / 1GiB     32.49%    5.46MB / 84.8kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.51%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   1.86%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.46%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.35%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.98%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.40%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 106kB        61
212495591b58   spark-master     0.26%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.36%     332.7MiB / 1GiB     32.49%    5.46MB / 84.8kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   2.04%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.73%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   1.04%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.72%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.64%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.48%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 106kB        61
212495591b58   spark-master     0.38%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.39%     332.9MiB / 1GiB     32.51%    5.81MB / 90.1kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   2.04%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.73%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   1.04%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.72%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.64%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.48%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 106kB        61
212495591b58   spark-master     0.38%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.39%     332.9MiB / 1GiB     32.51%    5.81MB / 90.1kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.26%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.38%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.37%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.34%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.30%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.33%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 106kB        61
212495591b58   spark-master     0.15%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.16%     332.6MiB / 1GiB     32.48%    6.26MB / 99.2kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.26%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.38%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.37%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.34%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.30%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.33%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 106kB        61
212495591b58   spark-master     0.15%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.16%     332.6MiB / 1GiB     32.48%    6.26MB / 99.2kB   0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.32%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.45%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.39%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.33%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.40%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.40%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 106kB        61
212495591b58   spark-master     0.20%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.42%     332.9MiB / 1GiB     32.51%    6.9MB / 106kB     0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.32%     341MiB / 1GiB       33.30%    14.3kB / 18.4kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.45%     342.9MiB / 1GiB     33.48%    14.2kB / 18.4kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.39%     340.4MiB / 1GiB     33.25%    14.2kB / 18.3kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.33%     342MiB / 1GiB       33.40%    14.4kB / 18.4kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.40%     343.2MiB / 1GiB     33.52%    14.2kB / 18.4kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.40%     345.6MiB / 1GiB     33.75%    14.2kB / 18.4kB   0B / 106kB        61
212495591b58   spark-master     0.20%     162.9MiB / 1GiB     15.91%    60.7kB / 47.5kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.42%     332.9MiB / 1GiB     32.51%    6.9MB / 106kB     0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.56%     341MiB / 1GiB       33.30%    14.3kB / 19.7kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.55%     342.9MiB / 1GiB     33.48%    14.3kB / 19.7kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.46%     340.4MiB / 1GiB     33.25%    14.3kB / 19.6kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.55%     342MiB / 1GiB       33.40%    14.5kB / 19.7kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.47%     343.2MiB / 1GiB     33.52%    14.3kB / 19.7kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.58%     345.6MiB / 1GiB     33.75%    14.3kB / 19.7kB   0B / 106kB        61
212495591b58   spark-master     1.75%     163MiB / 1GiB       15.91%    68.4kB / 47.9kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     3.41%     332.8MiB / 1GiB     32.50%    7.48MB / 109kB    0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.56%     341MiB / 1GiB       33.30%    14.3kB / 19.7kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.55%     342.9MiB / 1GiB     33.48%    14.3kB / 19.7kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.46%     340.4MiB / 1GiB     33.25%    14.3kB / 19.6kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.55%     342MiB / 1GiB       33.40%    14.5kB / 19.7kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.47%     343.2MiB / 1GiB     33.52%    14.3kB / 19.7kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.58%     345.6MiB / 1GiB     33.75%    14.3kB / 19.7kB   0B / 106kB        61
212495591b58   spark-master     1.75%     163MiB / 1GiB       15.91%    68.4kB / 47.9kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     3.41%     332.8MiB / 1GiB     32.50%    7.48MB / 109kB    0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.36%     341MiB / 1GiB       33.30%    14.3kB / 19.7kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.38%     342.9MiB / 1GiB     33.48%    14.3kB / 19.7kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.34%     340.4MiB / 1GiB     33.25%    14.3kB / 19.6kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.23%     342MiB / 1GiB       33.40%    14.5kB / 19.7kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.38%     343.2MiB / 1GiB     33.52%    14.3kB / 19.7kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.37%     345.6MiB / 1GiB     33.75%    14.3kB / 19.7kB   0B / 106kB        61
212495591b58   spark-master     0.13%     163MiB / 1GiB       15.91%    68.4kB / 47.9kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.81%     332.7MiB / 1GiB     32.49%    8.19MB / 111kB    0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.36%     341MiB / 1GiB       33.30%    14.3kB / 19.7kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.38%     342.9MiB / 1GiB     33.48%    14.3kB / 19.7kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.34%     340.4MiB / 1GiB     33.25%    14.3kB / 19.6kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.23%     342MiB / 1GiB       33.40%    14.5kB / 19.7kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.38%     343.2MiB / 1GiB     33.52%    14.3kB / 19.7kB   20.5kB / 106kB    61
75b0d3f29b1b   spark-worker-5   0.37%     345.6MiB / 1GiB     33.75%    14.3kB / 19.7kB   0B / 106kB        61
212495591b58   spark-master     0.13%     163MiB / 1GiB       15.91%    68.4kB / 47.9kB   69.6kB / 65.5kB   30
1ceec149a78c   spark-driver     4.81%     332.7MiB / 1GiB     32.49%    8.19MB / 111kB    0B / 69.6kB       63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
ead9d0dc4b5f   spark-worker-3   0.61%     341.1MiB / 1GiB     33.31%    14.6kB / 20.4kB   12.3kB / 106kB    62
8ee8b1918745   spark-worker-6   0.43%     342.9MiB / 1GiB     33.48%    14.3kB / 19.7kB   0B / 106kB        62
f279d8f9bfc6   spark-worker-4   0.74%     340.5MiB / 1GiB     33.25%    14.6kB / 20.3kB   65.5kB / 106kB    62
5412fb2fa9ee   spark-worker-1   0.90%     342MiB / 1GiB       33.40%    14.8kB / 20.3kB   12.3kB / 106kB    61
c59af1fb5af2   spark-worker-2   0.35%     343.2MiB / 1GiB     33.52%    14.3kB / 19.7kB   20.5kB / 106kB    61
