1ceec149a78c   spark-driver     1.03%     313.4MiB / 1GiB     30.61%    15.7kB / 5.84kB   586kB / 36.9kB    63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   83.16%    255.7MiB / 1GiB     24.97%    6.27kB / 6.4kB    0B / 65.5kB       48
adb9743c6bda   spark-worker-4   81.90%    254MiB / 1GiB       24.81%    6.22kB / 6.36kB   0B / 65.5kB       47
6045e765a55b   spark-worker-2   71.83%    255MiB / 1GiB       24.90%    6.27kB / 6.4kB    90.1kB / 65.5kB   48
a9facd75932d   spark-worker-1   87.17%    252.4MiB / 1GiB     24.64%    6.27kB / 6.4kB    8.19kB / 65.5kB   47
ac1e21aedcb8   spark-worker-6   85.67%    255MiB / 1GiB       24.90%    6.27kB / 6.4kB    0B / 65.5kB       47
19c2b079d79a   spark-worker-5   84.49%    251.9MiB / 1GiB     24.60%    6.27kB / 6.4kB    0B / 65.5kB       47
971ac21a188a   spark-master     0.06%     159.9MiB / 1GiB     15.61%    44.8kB / 46.5kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     1.03%     313.4MiB / 1GiB     30.61%    15.7kB / 5.84kB   586kB / 36.9kB    63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   83.72%    277MiB / 1GiB       27.05%    6.27kB / 6.4kB    0B / 65.5kB       49
adb9743c6bda   spark-worker-4   92.47%    277.9MiB / 1GiB     27.14%    6.29kB / 7.66kB   0B / 65.5kB       48
6045e765a55b   spark-worker-2   77.61%    275.7MiB / 1GiB     26.92%    6.33kB / 7.7kB    90.1kB / 65.5kB   49
a9facd75932d   spark-worker-1   85.64%    274.1MiB / 1GiB     26.77%    6.33kB / 7.7kB    8.19kB / 65.5kB   48
ac1e21aedcb8   spark-worker-6   85.72%    277.4MiB / 1GiB     27.09%    6.27kB / 6.4kB    0B / 65.5kB       48
19c2b079d79a   spark-worker-5   67.12%    270.9MiB / 1GiB     26.45%    6.27kB / 6.4kB    0B / 65.5kB       49
971ac21a188a   spark-master     3.74%     159.9MiB / 1GiB     15.62%    47.4kB / 46.6kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     0.38%     313.4MiB / 1GiB     30.61%    15.7kB / 5.84kB   586kB / 36.9kB    63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   83.72%    277MiB / 1GiB       27.05%    6.27kB / 6.4kB    0B / 65.5kB       49
adb9743c6bda   spark-worker-4   92.47%    277.9MiB / 1GiB     27.14%    6.29kB / 7.66kB   0B / 65.5kB       48
6045e765a55b   spark-worker-2   77.61%    275.7MiB / 1GiB     26.92%    6.33kB / 7.7kB    90.1kB / 65.5kB   49
a9facd75932d   spark-worker-1   85.64%    274.1MiB / 1GiB     26.77%    6.33kB / 7.7kB    8.19kB / 65.5kB   48
ac1e21aedcb8   spark-worker-6   85.72%    277.4MiB / 1GiB     27.09%    6.27kB / 6.4kB    0B / 65.5kB       48
19c2b079d79a   spark-worker-5   67.12%    270.9MiB / 1GiB     26.45%    6.27kB / 6.4kB    0B / 65.5kB       49
971ac21a188a   spark-master     3.74%     159.9MiB / 1GiB     15.62%    47.4kB / 46.6kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     0.38%     313.4MiB / 1GiB     30.61%    15.7kB / 5.84kB   586kB / 36.9kB    63
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   83.57%    314.9MiB / 1GiB     30.75%    12.1kB / 10.4kB   0B / 65.5kB       55
adb9743c6bda   spark-worker-4   77.29%    317.5MiB / 1GiB     31.00%    12.3kB / 10.9kB   0B / 65.5kB       54
6045e765a55b   spark-worker-2   70.35%    310.3MiB / 1GiB     30.31%    12.1kB / 10.4kB   90.1kB / 65.5kB   53
a9facd75932d   spark-worker-1   81.54%    308.5MiB / 1GiB     30.13%    12.1kB / 10.4kB   8.19kB / 65.5kB   54
ac1e21aedcb8   spark-worker-6   76.71%    319.2MiB / 1GiB     31.17%    12.1kB / 10.4kB   0B / 65.5kB       54
19c2b079d79a   spark-worker-5   86.09%    311.3MiB / 1GiB     30.40%    12.1kB / 10.4kB   0B / 65.5kB       52
971ac21a188a   spark-master     0.88%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     17.66%    332.6MiB / 1GiB     32.48%    32.7kB / 39kB     586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   83.57%    314.9MiB / 1GiB     30.75%    12.1kB / 10.4kB   0B / 65.5kB       55
adb9743c6bda   spark-worker-4   77.29%    317.5MiB / 1GiB     31.00%    12.3kB / 10.9kB   0B / 65.5kB       54
6045e765a55b   spark-worker-2   70.35%    310.3MiB / 1GiB     30.31%    12.1kB / 10.4kB   90.1kB / 65.5kB   53
a9facd75932d   spark-worker-1   81.54%    308.5MiB / 1GiB     30.13%    12.1kB / 10.4kB   8.19kB / 65.5kB   54
ac1e21aedcb8   spark-worker-6   76.71%    319.2MiB / 1GiB     31.17%    12.1kB / 10.4kB   0B / 65.5kB       54
19c2b079d79a   spark-worker-5   86.09%    311.3MiB / 1GiB     30.40%    12.1kB / 10.4kB   0B / 65.5kB       52
971ac21a188a   spark-master     0.88%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     17.66%    332.6MiB / 1GiB     32.48%    32.7kB / 39kB     586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   32.86%    340MiB / 1GiB       33.20%    13.5kB / 15.7kB   0B / 65.5kB       63
adb9743c6bda   spark-worker-4   20.56%    337.6MiB / 1GiB     32.97%    13.5kB / 15.7kB   0B / 65.5kB       62
6045e765a55b   spark-worker-2   45.81%    338.5MiB / 1GiB     33.06%    13.5kB / 15.7kB   90.1kB / 65.5kB   63
a9facd75932d   spark-worker-1   33.68%    334.9MiB / 1GiB     32.71%    13.6kB / 16kB     8.19kB / 65.5kB   62
ac1e21aedcb8   spark-worker-6   30.13%    336.8MiB / 1GiB     32.89%    13.6kB / 16kB     0B / 65.5kB       62
19c2b079d79a   spark-worker-5   49.37%    334.5MiB / 1GiB     32.67%    13.5kB / 15.7kB   0B / 65.5kB       62
971ac21a188a   spark-master     0.14%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     14.53%    333.6MiB / 1GiB     32.57%    64.4kB / 47.6kB   586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   32.86%    340MiB / 1GiB       33.20%    13.5kB / 15.7kB   0B / 65.5kB       63
adb9743c6bda   spark-worker-4   20.56%    337.6MiB / 1GiB     32.97%    13.5kB / 15.7kB   0B / 65.5kB       62
6045e765a55b   spark-worker-2   45.81%    338.5MiB / 1GiB     33.06%    13.5kB / 15.7kB   90.1kB / 65.5kB   63
a9facd75932d   spark-worker-1   33.68%    334.9MiB / 1GiB     32.71%    13.6kB / 16kB     8.19kB / 65.5kB   62
ac1e21aedcb8   spark-worker-6   30.13%    336.8MiB / 1GiB     32.89%    13.6kB / 16kB     0B / 65.5kB       62
19c2b079d79a   spark-worker-5   49.37%    334.5MiB / 1GiB     32.67%    13.5kB / 15.7kB   0B / 65.5kB       62
971ac21a188a   spark-master     0.14%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     14.53%    333.6MiB / 1GiB     32.57%    64.4kB / 47.6kB   586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   3.06%     340.1MiB / 1GiB     33.21%    13.5kB / 15.7kB   0B / 65.5kB       62
adb9743c6bda   spark-worker-4   1.26%     337.7MiB / 1GiB     32.97%    13.5kB / 15.7kB   0B / 65.5kB       61
6045e765a55b   spark-worker-2   0.91%     338.7MiB / 1GiB     33.07%    13.5kB / 15.7kB   90.1kB / 65.5kB   62
a9facd75932d   spark-worker-1   1.80%     335MiB / 1GiB       32.72%    13.6kB / 16kB     8.19kB / 65.5kB   61
ac1e21aedcb8   spark-worker-6   1.86%     336.9MiB / 1GiB     32.90%    13.6kB / 16kB     0B / 65.5kB       61
19c2b079d79a   spark-worker-5   1.60%     334.7MiB / 1GiB     32.68%    13.5kB / 15.7kB   0B / 65.5kB       61
971ac21a188a   spark-master     0.34%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     1.01%     333.6MiB / 1GiB     32.58%    64.7kB / 48kB     586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   3.06%     340.1MiB / 1GiB     33.21%    13.5kB / 15.7kB   0B / 65.5kB       62
adb9743c6bda   spark-worker-4   1.26%     337.7MiB / 1GiB     32.97%    13.5kB / 15.7kB   0B / 65.5kB       61
6045e765a55b   spark-worker-2   0.91%     338.7MiB / 1GiB     33.07%    13.5kB / 15.7kB   90.1kB / 65.5kB   62
a9facd75932d   spark-worker-1   1.80%     335MiB / 1GiB       32.72%    13.6kB / 16kB     8.19kB / 65.5kB   61
ac1e21aedcb8   spark-worker-6   1.86%     336.9MiB / 1GiB     32.90%    13.6kB / 16kB     0B / 65.5kB       61
19c2b079d79a   spark-worker-5   1.60%     334.7MiB / 1GiB     32.68%    13.5kB / 15.7kB   0B / 65.5kB       61
971ac21a188a   spark-master     0.34%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     1.01%     333.6MiB / 1GiB     32.58%    64.7kB / 48kB     586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   1.05%     340.1MiB / 1GiB     33.21%    13.5kB / 15.7kB   0B / 65.5kB       62
adb9743c6bda   spark-worker-4   0.68%     337.7MiB / 1GiB     32.97%    13.5kB / 15.7kB   0B / 65.5kB       61
6045e765a55b   spark-worker-2   0.53%     338.7MiB / 1GiB     33.07%    13.5kB / 15.7kB   90.1kB / 65.5kB   62
a9facd75932d   spark-worker-1   0.83%     335MiB / 1GiB       32.72%    13.6kB / 16kB     8.19kB / 65.5kB   61
ac1e21aedcb8   spark-worker-6   0.55%     336.9MiB / 1GiB     32.90%    13.6kB / 16kB     0B / 65.5kB       61
19c2b079d79a   spark-worker-5   0.58%     334.7MiB / 1GiB     32.68%    13.5kB / 15.7kB   0B / 65.5kB       61
971ac21a188a   spark-master     0.49%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     2.11%     333.7MiB / 1GiB     32.59%    83.9kB / 49.8kB   586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   1.05%     340.1MiB / 1GiB     33.21%    13.5kB / 15.7kB   0B / 65.5kB       62
adb9743c6bda   spark-worker-4   0.68%     337.7MiB / 1GiB     32.97%    13.5kB / 15.7kB   0B / 65.5kB       61
6045e765a55b   spark-worker-2   0.53%     338.7MiB / 1GiB     33.07%    13.5kB / 15.7kB   90.1kB / 65.5kB   62
a9facd75932d   spark-worker-1   0.83%     335MiB / 1GiB       32.72%    13.6kB / 16kB     8.19kB / 65.5kB   61
ac1e21aedcb8   spark-worker-6   0.55%     336.9MiB / 1GiB     32.90%    13.6kB / 16kB     0B / 65.5kB       61
19c2b079d79a   spark-worker-5   0.58%     334.7MiB / 1GiB     32.68%    13.5kB / 15.7kB   0B / 65.5kB       61
971ac21a188a   spark-master     0.49%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     2.11%     333.7MiB / 1GiB     32.59%    83.9kB / 49.8kB   586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   0.49%     340.1MiB / 1GiB     33.21%    13.5kB / 15.7kB   0B / 65.5kB       62
adb9743c6bda   spark-worker-4   0.55%     337.7MiB / 1GiB     32.97%    13.5kB / 15.7kB   0B / 65.5kB       61
6045e765a55b   spark-worker-2   0.43%     338.7MiB / 1GiB     33.07%    13.5kB / 15.7kB   90.1kB / 65.5kB   62
a9facd75932d   spark-worker-1   0.24%     335MiB / 1GiB       32.72%    13.6kB / 16kB     8.19kB / 65.5kB   61
ac1e21aedcb8   spark-worker-6   0.35%     336.9MiB / 1GiB     32.90%    13.6kB / 16kB     0B / 65.5kB       61
19c2b079d79a   spark-worker-5   0.59%     334.7MiB / 1GiB     32.68%    13.5kB / 15.7kB   0B / 65.5kB       61
971ac21a188a   spark-master     0.37%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     3.80%     334MiB / 1GiB       32.62%    524kB / 62.6kB    586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   0.49%     340.1MiB / 1GiB     33.21%    13.5kB / 15.7kB   0B / 65.5kB       62
adb9743c6bda   spark-worker-4   0.55%     337.7MiB / 1GiB     32.97%    13.5kB / 15.7kB   0B / 65.5kB       61
6045e765a55b   spark-worker-2   0.43%     338.7MiB / 1GiB     33.07%    13.5kB / 15.7kB   90.1kB / 65.5kB   62
a9facd75932d   spark-worker-1   0.24%     335MiB / 1GiB       32.72%    13.6kB / 16kB     8.19kB / 65.5kB   61
ac1e21aedcb8   spark-worker-6   0.35%     336.9MiB / 1GiB     32.90%    13.6kB / 16kB     0B / 65.5kB       61
19c2b079d79a   spark-worker-5   0.59%     334.7MiB / 1GiB     32.68%    13.5kB / 15.7kB   0B / 65.5kB       61
971ac21a188a   spark-master     0.37%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     3.80%     334MiB / 1GiB       32.62%    524kB / 62.6kB    586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   0.46%     340.1MiB / 1GiB     33.21%    13.5kB / 15.7kB   0B / 65.5kB       62
adb9743c6bda   spark-worker-4   0.51%     337.7MiB / 1GiB     32.97%    13.5kB / 15.7kB   0B / 65.5kB       61
6045e765a55b   spark-worker-2   1.53%     338.7MiB / 1GiB     33.07%    13.5kB / 15.7kB   90.1kB / 65.5kB   62
a9facd75932d   spark-worker-1   0.30%     335MiB / 1GiB       32.72%    13.6kB / 16kB     8.19kB / 65.5kB   61
ac1e21aedcb8   spark-worker-6   0.44%     336.9MiB / 1GiB     32.90%    13.6kB / 16kB     0B / 65.5kB       61
19c2b079d79a   spark-worker-5   0.49%     334.7MiB / 1GiB     32.68%    13.5kB / 15.7kB   0B / 65.5kB       61
971ac21a188a   spark-master     0.17%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     3.12%     333.8MiB / 1GiB     32.59%    819kB / 63.9kB    586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
e3326c6891b2   spark-worker-3   0.46%     340.1MiB / 1GiB     33.21%    13.5kB / 15.7kB   0B / 65.5kB       62
adb9743c6bda   spark-worker-4   0.51%     337.7MiB / 1GiB     32.97%    13.5kB / 15.7kB   0B / 65.5kB       61
6045e765a55b   spark-worker-2   1.53%     338.7MiB / 1GiB     33.07%    13.5kB / 15.7kB   90.1kB / 65.5kB   62
a9facd75932d   spark-worker-1   0.30%     335MiB / 1GiB       32.72%    13.6kB / 16kB     8.19kB / 65.5kB   61
ac1e21aedcb8   spark-worker-6   0.44%     336.9MiB / 1GiB     32.90%    13.6kB / 16kB     0B / 65.5kB       61
19c2b079d79a   spark-worker-5   0.49%     334.7MiB / 1GiB     32.68%    13.5kB / 15.7kB   0B / 65.5kB       61
971ac21a188a   spark-master     0.17%     160MiB / 1GiB       15.63%    52.9kB / 46.9kB   1.42MB / 65.5kB   29
1ceec149a78c   spark-driver     3.12%     333.8MiB / 1GiB     32.59%    819kB / 63.9kB    586kB / 36.9kB    64
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
