ffd9bf1f6a5f   spark-worker-5   0.10%     184.2MiB / 1GiB     17.99%    119MB / 124MB    430kB / 7.39MB    32
6fcd49ee3b4b   spark-master     0.12%     164MiB / 1GiB       16.01%    195kB / 61.4kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     101.04%   269.6MiB / 1GiB     26.32%    726B / 0B        2.2MB / 36.9kB    43
11964334ba78   spark-worker-3   0.16%     181.3MiB / 1GiB     17.71%    111MB / 133MB    3.74MB / 37.3MB   32
0f3921b142f1   spark-worker-1   0.12%     189.5MiB / 1GiB     18.51%    104MB / 119MB    168kB / 12.8MB    32
32b8509ddfd9   spark-worker-6   0.10%     184.7MiB / 1GiB     18.04%    119MB / 147MB    1.27MB / 33.1MB   31
dfa8d3d7f2a8   spark-worker-2   0.10%     104.3MiB / 1GiB     10.18%    150MB / 101MB    46.4MB / 167MB    32
67845b7d52e2   spark-worker-4   0.10%     183.7MiB / 1GiB     17.94%    149MB / 125MB    10.2MB / 27.2MB   32
ffd9bf1f6a5f   spark-worker-5   0.12%     184.2MiB / 1GiB     17.99%    119MB / 124MB    430kB / 7.39MB    32
6fcd49ee3b4b   spark-master     0.09%     164MiB / 1GiB       16.01%    195kB / 61.5kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     101.04%   269.6MiB / 1GiB     26.32%    726B / 0B        2.2MB / 36.9kB    43
11964334ba78   spark-worker-3   0.16%     181.3MiB / 1GiB     17.71%    111MB / 133MB    3.74MB / 37.3MB   32
0f3921b142f1   spark-worker-1   0.12%     189.5MiB / 1GiB     18.51%    104MB / 119MB    168kB / 12.8MB    32
32b8509ddfd9   spark-worker-6   0.10%     184.7MiB / 1GiB     18.04%    119MB / 147MB    1.27MB / 33.1MB   31
dfa8d3d7f2a8   spark-worker-2   0.10%     104.3MiB / 1GiB     10.18%    150MB / 101MB    46.4MB / 167MB    32
67845b7d52e2   spark-worker-4   0.10%     183.7MiB / 1GiB     17.94%    149MB / 125MB    10.2MB / 27.2MB   32
ffd9bf1f6a5f   spark-worker-5   0.12%     184.2MiB / 1GiB     17.99%    119MB / 124MB    430kB / 7.39MB    32
6fcd49ee3b4b   spark-master     0.09%     164MiB / 1GiB       16.01%    195kB / 61.5kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     85.67%    309.9MiB / 1GiB     30.26%    15.5kB / 5.57kB   2.3MB / 36.9kB    62
11964334ba78   spark-worker-3   58.16%    233.9MiB / 1GiB     22.84%    111MB / 133MB     3.9MB / 37.3MB    48
0f3921b142f1   spark-worker-1   46.54%    234MiB / 1GiB       22.85%    104MB / 119MB     168kB / 12.8MB    48
32b8509ddfd9   spark-worker-6   58.44%    234.8MiB / 1GiB     22.93%    119MB / 147MB     1.27MB / 33.1MB   47
dfa8d3d7f2a8   spark-worker-2   21.38%    131.3MiB / 1GiB     12.82%    150MB / 101MB     57.6MB / 167MB    48
67845b7d52e2   spark-worker-4   50.78%    233.1MiB / 1GiB     22.76%    149MB / 125MB     10.7MB / 27.2MB   48
ffd9bf1f6a5f   spark-worker-5   47.07%    228.9MiB / 1GiB     22.36%    119MB / 124MB     430kB / 7.39MB    48
6fcd49ee3b4b   spark-master     7.96%     164.2MiB / 1GiB     16.04%    214kB / 94.2kB    1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     85.67%    309.9MiB / 1GiB     30.26%    15.5kB / 5.57kB   2.3MB / 36.9kB    62
11964334ba78   spark-worker-3   58.16%    233.9MiB / 1GiB     22.84%    111MB / 133MB     3.9MB / 37.3MB    48
0f3921b142f1   spark-worker-1   46.54%    234MiB / 1GiB       22.85%    104MB / 119MB     168kB / 12.8MB    48
32b8509ddfd9   spark-worker-6   58.44%    234.8MiB / 1GiB     22.93%    119MB / 147MB     1.27MB / 33.1MB   47
dfa8d3d7f2a8   spark-worker-2   21.38%    131.3MiB / 1GiB     12.82%    150MB / 101MB     57.6MB / 167MB    48
67845b7d52e2   spark-worker-4   50.78%    233.1MiB / 1GiB     22.76%    149MB / 125MB     10.7MB / 27.2MB   48
ffd9bf1f6a5f   spark-worker-5   47.07%    228.9MiB / 1GiB     22.36%    119MB / 124MB     430kB / 7.39MB    48
6fcd49ee3b4b   spark-master     7.96%     164.2MiB / 1GiB     16.04%    214kB / 94.2kB    1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     6.94%     313.9MiB / 1GiB     30.66%    15.7kB / 5.77kB   2.37MB / 36.9kB   63
11964334ba78   spark-worker-3   85.20%    274.5MiB / 1GiB     26.80%    111MB / 133MB     3.9MB / 37.3MB    48
0f3921b142f1   spark-worker-1   80.63%    279.1MiB / 1GiB     27.26%    104MB / 119MB     168kB / 12.8MB    48
32b8509ddfd9   spark-worker-6   71.49%    274.3MiB / 1GiB     26.79%    119MB / 147MB     1.27MB / 33.1MB   47
dfa8d3d7f2a8   spark-worker-2   94.82%    204.6MiB / 1GiB     19.98%    150MB / 101MB     57.6MB / 167MB    48
67845b7d52e2   spark-worker-4   75.95%    274.3MiB / 1GiB     26.79%    149MB / 125MB     10.7MB / 27.2MB   48
ffd9bf1f6a5f   spark-worker-5   79.25%    275.1MiB / 1GiB     26.87%    119MB / 124MB     430kB / 7.39MB    48
6fcd49ee3b4b   spark-master     0.06%     164.2MiB / 1GiB     16.04%    214kB / 94.2kB    1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     6.94%     313.9MiB / 1GiB     30.66%    15.7kB / 5.77kB   2.37MB / 36.9kB   63
11964334ba78   spark-worker-3   85.20%    274.5MiB / 1GiB     26.80%    111MB / 133MB     3.9MB / 37.3MB    48
0f3921b142f1   spark-worker-1   80.63%    279.1MiB / 1GiB     27.26%    104MB / 119MB     168kB / 12.8MB    48
32b8509ddfd9   spark-worker-6   71.49%    274.3MiB / 1GiB     26.79%    119MB / 147MB     1.27MB / 33.1MB   47
dfa8d3d7f2a8   spark-worker-2   94.82%    204.6MiB / 1GiB     19.98%    150MB / 101MB     57.6MB / 167MB    48
67845b7d52e2   spark-worker-4   75.95%    274.3MiB / 1GiB     26.79%    149MB / 125MB     10.7MB / 27.2MB   48
ffd9bf1f6a5f   spark-worker-5   79.25%    275.1MiB / 1GiB     26.87%    119MB / 124MB     430kB / 7.39MB    48
6fcd49ee3b4b   spark-master     0.06%     164.2MiB / 1GiB     16.04%    214kB / 94.2kB    1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     0.54%     314MiB / 1GiB       30.67%    20.1kB / 6.82kB   2.37MB / 36.9kB   63
11964334ba78   spark-worker-3   75.51%    293.9MiB / 1GiB     28.70%    111MB / 133MB     3.9MB / 37.3MB    49
0f3921b142f1   spark-worker-1   93.75%    302.4MiB / 1GiB     29.53%    104MB / 119MB     193kB / 12.8MB    49
32b8509ddfd9   spark-worker-6   77.61%    296MiB / 1GiB       28.91%    119MB / 147MB     1.27MB / 33.1MB   48
dfa8d3d7f2a8   spark-worker-2   87.60%    227.6MiB / 1GiB     22.23%    150MB / 101MB     57.6MB / 167MB    49
67845b7d52e2   spark-worker-4   72.86%    295.5MiB / 1GiB     28.85%    149MB / 125MB     10.7MB / 27.3MB   49
ffd9bf1f6a5f   spark-worker-5   86.39%    297.3MiB / 1GiB     29.03%    119MB / 124MB     430kB / 7.39MB    49
6fcd49ee3b4b   spark-master     0.06%     164.2MiB / 1GiB     16.04%    214kB / 94.2kB    1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     0.54%     314MiB / 1GiB       30.67%    20.1kB / 6.82kB   2.37MB / 36.9kB   63
11964334ba78   spark-worker-3   75.51%    293.9MiB / 1GiB     28.70%    111MB / 133MB     3.9MB / 37.3MB    49
0f3921b142f1   spark-worker-1   93.75%    302.4MiB / 1GiB     29.53%    104MB / 119MB     193kB / 12.8MB    49
32b8509ddfd9   spark-worker-6   77.61%    296MiB / 1GiB       28.91%    119MB / 147MB     1.27MB / 33.1MB   48
dfa8d3d7f2a8   spark-worker-2   87.60%    227.6MiB / 1GiB     22.23%    150MB / 101MB     57.6MB / 167MB    49
67845b7d52e2   spark-worker-4   72.86%    295.5MiB / 1GiB     28.85%    149MB / 125MB     10.7MB / 27.3MB   49
ffd9bf1f6a5f   spark-worker-5   86.39%    297.3MiB / 1GiB     29.03%    119MB / 124MB     430kB / 7.39MB    49
6fcd49ee3b4b   spark-master     0.06%     164.2MiB / 1GiB     16.04%    214kB / 94.2kB    1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     16.79%    333.2MiB / 1GiB     32.54%    142kB / 41.7kB   2.37MB / 36.9kB   64
11964334ba78   spark-worker-3   72.16%    329.2MiB / 1GiB     32.15%    111MB / 133MB    3.9MB / 37.3MB    53
0f3921b142f1   spark-worker-1   74.29%    337.7MiB / 1GiB     32.98%    104MB / 119MB    201kB / 12.8MB    55
32b8509ddfd9   spark-worker-6   80.39%    329.2MiB / 1GiB     32.15%    119MB / 147MB    1.27MB / 33.1MB   52
dfa8d3d7f2a8   spark-worker-2   75.28%    263.3MiB / 1GiB     25.71%    150MB / 101MB    57.6MB / 167MB    55
67845b7d52e2   spark-worker-4   85.69%    332.5MiB / 1GiB     32.47%    149MB / 125MB    10.7MB / 27.3MB   55
ffd9bf1f6a5f   spark-worker-5   83.04%    337.4MiB / 1GiB     32.95%    119MB / 124MB    430kB / 7.39MB    55
6fcd49ee3b4b   spark-master     0.06%     164.2MiB / 1GiB     16.04%    215kB / 94.2kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     16.79%    333.2MiB / 1GiB     32.54%    142kB / 41.7kB   2.37MB / 36.9kB   64
11964334ba78   spark-worker-3   72.16%    329.2MiB / 1GiB     32.15%    111MB / 133MB    3.9MB / 37.3MB    53
0f3921b142f1   spark-worker-1   74.29%    337.7MiB / 1GiB     32.98%    104MB / 119MB    201kB / 12.8MB    55
32b8509ddfd9   spark-worker-6   80.39%    329.2MiB / 1GiB     32.15%    119MB / 147MB    1.27MB / 33.1MB   52
dfa8d3d7f2a8   spark-worker-2   75.28%    263.3MiB / 1GiB     25.71%    150MB / 101MB    57.6MB / 167MB    55
67845b7d52e2   spark-worker-4   85.69%    332.5MiB / 1GiB     32.47%    149MB / 125MB    10.7MB / 27.3MB   55
ffd9bf1f6a5f   spark-worker-5   83.04%    337.4MiB / 1GiB     32.95%    119MB / 124MB    430kB / 7.39MB    55
6fcd49ee3b4b   spark-master     0.06%     164.2MiB / 1GiB     16.04%    215kB / 94.2kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     18.81%    335MiB / 1GiB       32.71%    1.95MB / 89.8kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   47.14%    340MiB / 1GiB       33.21%    111MB / 133MB     3.9MB / 37.3MB    62
0f3921b142f1   spark-worker-1   47.48%    346.6MiB / 1GiB     33.85%    104MB / 119MB     201kB / 12.8MB    62
32b8509ddfd9   spark-worker-6   44.27%    340.8MiB / 1GiB     33.28%    119MB / 147MB     1.27MB / 33.1MB   61
dfa8d3d7f2a8   spark-worker-2   47.13%    274.8MiB / 1GiB     26.84%    150MB / 101MB     58.4MB / 167MB    62
67845b7d52e2   spark-worker-4   40.38%    342.5MiB / 1GiB     33.45%    149MB / 125MB     10.8MB / 27.3MB   62
ffd9bf1f6a5f   spark-worker-5   27.65%    342.5MiB / 1GiB     33.45%    119MB / 124MB     430kB / 7.39MB    62
6fcd49ee3b4b   spark-master     0.13%     164.2MiB / 1GiB     16.04%    215kB / 94.2kB    1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     18.81%    335MiB / 1GiB       32.71%    1.95MB / 89.8kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   47.14%    340MiB / 1GiB       33.21%    111MB / 133MB     3.9MB / 37.3MB    62
0f3921b142f1   spark-worker-1   47.48%    346.6MiB / 1GiB     33.85%    104MB / 119MB     201kB / 12.8MB    62
32b8509ddfd9   spark-worker-6   44.27%    340.8MiB / 1GiB     33.28%    119MB / 147MB     1.27MB / 33.1MB   61
dfa8d3d7f2a8   spark-worker-2   47.13%    274.8MiB / 1GiB     26.84%    150MB / 101MB     58.4MB / 167MB    62
67845b7d52e2   spark-worker-4   40.38%    342.5MiB / 1GiB     33.45%    149MB / 125MB     10.8MB / 27.3MB   62
ffd9bf1f6a5f   spark-worker-5   27.65%    342.5MiB / 1GiB     33.45%    119MB / 124MB     430kB / 7.39MB    62
6fcd49ee3b4b   spark-master     0.13%     164.2MiB / 1GiB     16.04%    215kB / 94.2kB    1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     14.94%    339.5MiB / 1GiB     33.15%    9.43MB / 105kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   2.11%     340.2MiB / 1GiB     33.22%    111MB / 133MB    3.9MB / 37.3MB    61
0f3921b142f1   spark-worker-1   1.08%     346.7MiB / 1GiB     33.86%    104MB / 119MB    201kB / 12.8MB    61
32b8509ddfd9   spark-worker-6   1.48%     340.9MiB / 1GiB     33.29%    119MB / 147MB    1.27MB / 33.1MB   60
dfa8d3d7f2a8   spark-worker-2   1.34%     274.9MiB / 1GiB     26.85%    150MB / 101MB    58.4MB / 167MB    61
67845b7d52e2   spark-worker-4   2.47%     342.6MiB / 1GiB     33.46%    149MB / 125MB    10.8MB / 27.3MB   61
ffd9bf1f6a5f   spark-worker-5   3.59%     342.6MiB / 1GiB     33.46%    119MB / 124MB    430kB / 7.39MB    61
6fcd49ee3b4b   spark-master     0.24%     164.2MiB / 1GiB     16.04%    215kB / 94.2kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     14.94%    339.5MiB / 1GiB     33.15%    9.43MB / 105kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   2.11%     340.2MiB / 1GiB     33.22%    111MB / 133MB    3.9MB / 37.3MB    61
0f3921b142f1   spark-worker-1   1.08%     346.7MiB / 1GiB     33.86%    104MB / 119MB    201kB / 12.8MB    61
32b8509ddfd9   spark-worker-6   1.48%     340.9MiB / 1GiB     33.29%    119MB / 147MB    1.27MB / 33.1MB   60
dfa8d3d7f2a8   spark-worker-2   1.34%     274.9MiB / 1GiB     26.85%    150MB / 101MB    58.4MB / 167MB    61
67845b7d52e2   spark-worker-4   2.47%     342.6MiB / 1GiB     33.46%    149MB / 125MB    10.8MB / 27.3MB   61
ffd9bf1f6a5f   spark-worker-5   3.59%     342.6MiB / 1GiB     33.46%    119MB / 124MB    430kB / 7.39MB    61
6fcd49ee3b4b   spark-master     0.24%     164.2MiB / 1GiB     16.04%    215kB / 94.2kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     15.24%    339.6MiB / 1GiB     33.16%    12.6MB / 107kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   0.45%     340.2MiB / 1GiB     33.22%    111MB / 133MB    3.9MB / 37.3MB    61
0f3921b142f1   spark-worker-1   0.38%     346.7MiB / 1GiB     33.86%    104MB / 119MB    201kB / 12.8MB    61
32b8509ddfd9   spark-worker-6   0.40%     340.9MiB / 1GiB     33.29%    119MB / 147MB    1.27MB / 33.1MB   60
dfa8d3d7f2a8   spark-worker-2   0.43%     274.9MiB / 1GiB     26.85%    150MB / 101MB    58.4MB / 167MB    61
67845b7d52e2   spark-worker-4   0.41%     342.6MiB / 1GiB     33.46%    149MB / 125MB    10.8MB / 27.3MB   61
ffd9bf1f6a5f   spark-worker-5   0.35%     342.6MiB / 1GiB     33.46%    119MB / 124MB    430kB / 7.39MB    61
6fcd49ee3b4b   spark-master     0.18%     164.2MiB / 1GiB     16.04%    215kB / 94.2kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     15.24%    339.6MiB / 1GiB     33.16%    12.6MB / 107kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   0.45%     340.2MiB / 1GiB     33.22%    111MB / 133MB    3.9MB / 37.3MB    61
0f3921b142f1   spark-worker-1   0.38%     346.7MiB / 1GiB     33.86%    104MB / 119MB    201kB / 12.8MB    61
32b8509ddfd9   spark-worker-6   0.40%     340.9MiB / 1GiB     33.29%    119MB / 147MB    1.27MB / 33.1MB   60
dfa8d3d7f2a8   spark-worker-2   0.43%     274.9MiB / 1GiB     26.85%    150MB / 101MB    58.4MB / 167MB    61
67845b7d52e2   spark-worker-4   0.41%     342.6MiB / 1GiB     33.46%    149MB / 125MB    10.8MB / 27.3MB   61
ffd9bf1f6a5f   spark-worker-5   0.35%     342.6MiB / 1GiB     33.46%    119MB / 124MB    430kB / 7.39MB    61
6fcd49ee3b4b   spark-master     0.18%     164.2MiB / 1GiB     16.04%    215kB / 94.2kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     15.20%    339.5MiB / 1GiB     33.15%    15.5MB / 109kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   0.43%     340.2MiB / 1GiB     33.22%    111MB / 133MB    3.9MB / 37.3MB    61
0f3921b142f1   spark-worker-1   0.46%     346.7MiB / 1GiB     33.86%    104MB / 119MB    201kB / 12.8MB    61
32b8509ddfd9   spark-worker-6   0.42%     340.9MiB / 1GiB     33.29%    119MB / 147MB    1.27MB / 33.1MB   60
dfa8d3d7f2a8   spark-worker-2   0.31%     274.9MiB / 1GiB     26.85%    150MB / 101MB    58.4MB / 167MB    61
67845b7d52e2   spark-worker-4   0.29%     342.6MiB / 1GiB     33.46%    149MB / 125MB    10.8MB / 27.3MB   61
ffd9bf1f6a5f   spark-worker-5   0.36%     342.6MiB / 1GiB     33.46%    119MB / 124MB    430kB / 7.39MB    61
6fcd49ee3b4b   spark-master     0.24%     164.2MiB / 1GiB     16.04%    215kB / 94.2kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     15.20%    339.5MiB / 1GiB     33.15%    15.5MB / 109kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   0.43%     340.2MiB / 1GiB     33.22%    111MB / 133MB    3.9MB / 37.3MB    61
0f3921b142f1   spark-worker-1   0.46%     346.7MiB / 1GiB     33.86%    104MB / 119MB    201kB / 12.8MB    61
32b8509ddfd9   spark-worker-6   0.42%     340.9MiB / 1GiB     33.29%    119MB / 147MB    1.27MB / 33.1MB   60
dfa8d3d7f2a8   spark-worker-2   0.31%     274.9MiB / 1GiB     26.85%    150MB / 101MB    58.4MB / 167MB    61
67845b7d52e2   spark-worker-4   0.29%     342.6MiB / 1GiB     33.46%    149MB / 125MB    10.8MB / 27.3MB   61
ffd9bf1f6a5f   spark-worker-5   0.36%     342.6MiB / 1GiB     33.46%    119MB / 124MB    430kB / 7.39MB    61
6fcd49ee3b4b   spark-master     0.24%     164.2MiB / 1GiB     16.04%    215kB / 94.2kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     15.54%    338.5MiB / 1GiB     33.06%    15.9MB / 110kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   0.43%     340.2MiB / 1GiB     33.22%    111MB / 133MB    3.9MB / 37.3MB    61
0f3921b142f1   spark-worker-1   0.33%     346.7MiB / 1GiB     33.86%    104MB / 119MB    201kB / 12.8MB    61
32b8509ddfd9   spark-worker-6   0.31%     340.9MiB / 1GiB     33.29%    119MB / 147MB    1.27MB / 33.1MB   60
dfa8d3d7f2a8   spark-worker-2   0.92%     274.9MiB / 1GiB     26.85%    150MB / 101MB    58.4MB / 167MB    61
67845b7d52e2   spark-worker-4   0.37%     342.6MiB / 1GiB     33.46%    149MB / 125MB    10.8MB / 27.3MB   61
ffd9bf1f6a5f   spark-worker-5   0.36%     342.6MiB / 1GiB     33.46%    119MB / 124MB    430kB / 7.39MB    61
6fcd49ee3b4b   spark-master     0.32%     164.2MiB / 1GiB     16.04%    216kB / 94.3kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     15.54%    338.5MiB / 1GiB     33.06%    15.9MB / 110kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   0.43%     340.2MiB / 1GiB     33.22%    111MB / 133MB    3.9MB / 37.3MB    61
0f3921b142f1   spark-worker-1   0.33%     346.7MiB / 1GiB     33.86%    104MB / 119MB    201kB / 12.8MB    61
32b8509ddfd9   spark-worker-6   0.31%     340.9MiB / 1GiB     33.29%    119MB / 147MB    1.27MB / 33.1MB   60
dfa8d3d7f2a8   spark-worker-2   0.92%     274.9MiB / 1GiB     26.85%    150MB / 101MB    58.4MB / 167MB    61
67845b7d52e2   spark-worker-4   0.37%     342.6MiB / 1GiB     33.46%    149MB / 125MB    10.8MB / 27.3MB   61
ffd9bf1f6a5f   spark-worker-5   0.36%     342.6MiB / 1GiB     33.46%    119MB / 124MB    430kB / 7.39MB    61
6fcd49ee3b4b   spark-master     0.32%     164.2MiB / 1GiB     16.04%    216kB / 94.3kB   1.12MB / 258kB    28
[2J[HCONTAINER ID   NAME             CPU %     MEM USAGE / LIMIT   MEM %     NET I/O          BLOCK I/O         PIDS
06ab4a4b1c01   spark-driver     28.32%    334.2MiB / 1GiB     32.63%    15.9MB / 110kB   2.38MB / 36.9kB   64
11964334ba78   spark-worker-3   0.52%     340.2MiB / 1GiB     33.22%    111MB / 133MB    3.9MB / 37.3MB    61
